riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"Monday's can be depressing which is why you need me, I I have a national day in which I'm given out for free. What am I?",beer,tea,coffee,caffeine,2
"What won't break if you throw it off the highest building in the world, but will break if you place it in the ocean?",teddy bear,tissue,placenta,pillow,1
"What won't break if you throw it off the highest building in the world, but will break if you place it in the ocean?",tissue,pillow,mucus,placenta,0
"You seek it out, when your hunger is ripe. It sits on four legs, and smokes a pipe.",map,flashlight,oven,stove,3
"You seek it out, when your hunger is ripe. It sits on four legs, and smokes a pipe.",stove,oven,flashlight,microwave,0
"I've always had a pet pirate, you see. One who will forever love me. Now if you just repronounced my pet, then you shall get I am TOTALLY not insane and made an AMAZING rhyme! What is it?",rat,snake,spider,puppy,0
"I've always had a pet pirate, you see. One who will forever love me. Now if you just repronounced my pet, then you shall get I am TOTALLY not insane and made an AMAZING rhyme! What is it?",raccoon,snake,puppy,rat,3
What has two banks but no money?,equator,pond,lake,river,3
What has two banks but no money?,river,lake,ocean,equator,0
"I believe this riddle will be a treat, So get off of that chair and move your feet. If you're feeling tired or you've got the blues, I'll keep you company while you wear out your shoes. I've got rhythm and usually rhyme, I keep morale up and help to mark time. I might mention rangers and soldiers too. I know what I am, so how about you?",cadence,awakening,zombie,breath,0
"I believe this riddle will be a treat, So get off of that chair and move your feet. If you're feeling tired or you've got the blues, I'll keep you company while you wear out your shoes. I've got rhythm and usually rhyme, I keep morale up and help to mark time. I might mention rangers and soldiers too. I know what I am, so how about you?",zombie,death,awakening,cadence,3
"According to the ads, this is the favorite beverage of friendly polar bears.",coke,cocaine,soda,Hydrogen peroxide,0
"According to the ads, this is the favorite beverage of friendly polar bears.",oxygen,cocaine,soda,coke,3
When are there more millimeters than centimeters?,always,never,still,only,0
When are there more millimeters than centimeters?,only,never,always,soul,2
"Sometimes it glitters, but often not; May be cold, or may be hot! Ever changing though the eye can't measure, concealed within are many treasures. Some find safety beneath its gate, while some may die beneath its weight! Old and broken, it brings forth life.",rock,metal,valley,Florida Keys,0
"Sometimes it glitters, but often not; May be cold, or may be hot! Ever changing though the eye can't measure, concealed within are many treasures. Some find safety beneath its gate, while some may die beneath its weight! Old and broken, it brings forth life.",metal,boulder,valley,rock,3
"I'm full of holes, yet I'm full of water.",toothbrush,sponge,dish soap,spoon,1
"I'm full of holes, yet I'm full of water.",paper towel,spoon,sponge,dish soap,2
"I have a body of stone and a fiery heart, and sooner or later my head and I will part. What am I?",volcano,ocean,lava,mountain,0
"I have a body of stone and a fiery heart, and sooner or later my head and I will part. What am I?",ocean,mountain,volcano,waterfall,2
What is: TXT MSG,text message,error,voicemail,please,0
What is: TXT MSG,error,voicemail,phone call,text message,3
It is something you make after you've weighed your options.,illegal activity,resignation,decision,uncertain,2
It is something you make after you've weighed your options.,queue,decision,illegal activity,resignation,1
What is hot and cold and you like it?,taco bell,Dominos,McDonalds,burger king,2
What is hot and cold and you like it?,Dominos,burger king,ihop,McDonalds,3
"I__ usually green and brown. With rain, I can live for a long time. I__ a house for a bird and kids love to climb me. What am I?",pillow,teddy bear,tree,leaf,2
"I__ usually green and brown. With rain, I can live for a long time. I__ a house for a bird and kids love to climb me. What am I?",pillow,cactus,tree,leaf,2
I can be tight but you can cut me. What am I?,staircase,corner,teddy bear,pillow,1
I can be tight but you can cut me. What am I?,doorway,teddy bear,corner,staircase,2
Against my grip.you may resist.But in the end.you will desist. Turning upright.into level.Calming you but.not forever. Love or hate me.I'm undeterred.'Cause in the end.I'll have my third. What am I?,cuddle,mattress,sleep,teddy bear,2
Against my grip.you may resist.But in the end.you will desist. Turning upright.into level.Calming you but.not forever. Love or hate me.I'm undeterred.'Cause in the end.I'll have my third. What am I?,mattress,cuddle,wake,sleep,3
"When a songbird, enchanting. When solo in a band, enduring. When played at home, entertaining, Tell me to what I am referring.",minesweeper,Mahjong,solitaire,Tetris,2
"When a songbird, enchanting. When solo in a band, enduring. When played at home, entertaining, Tell me to what I am referring.",minesweeper,Mahjong,solitaire,casual games,2
"shining brilliantly, shimmering through the shadows deep. Found only where the price is steep.",Steven,skeleton,Rebecca,Pearl,3
"shining brilliantly, shimmering through the shadows deep. Found only where the price is steep.",Pearl,skeleton,skull,Steven,0
"You can hear me and feel me but you can't see me or smell me, yet everyone has a taste in me. I can be created, but after that only remembered. What am I?",artist,rap,guitar,music,3
"You can hear me and feel me but you can't see me or smell me, yet everyone has a taste in me. I can be created, but after that only remembered. What am I?",songs,guitar,music,rap,2
Cornell Bowling Green Gonzaga Berkeley,university,colleges,professors,school,1
Cornell Bowling Green Gonzaga Berkeley,colleges,professors,faculty,university,0
You give birth to an orphan. What does that make you?,dead,deceased,zombie,alive,0
You give birth to an orphan. What does that make you?,zombie,dead,alive,death,1
"I reach for the sky, but clutch to the ground; sometimes I leave, but I am always around. What am I?",pillow,cactus,teddy bear,tree,3
"I reach for the sky, but clutch to the ground; sometimes I leave, but I am always around. What am I?",teddy bear,cactus,leaf,tree,3
"My food and drink were left behind by ancients from another time. I grind my feet upon the earth with strength come from a metal hearth. My mind is trapped when I run free when still, it wanders far from me.What am I?",car,oxygen,vehicle,Hydrogen peroxide,0
"My food and drink were left behind by ancients from another time. I grind my feet upon the earth with strength come from a metal hearth. My mind is trapped when I run free when still, it wanders far from me.What am I?",Hydrogen peroxide,car,vehicle,truck,1
Sugar on a stick. The kids love licking them.,cupcake,lollipop,sandwich,gum,1
Sugar on a stick. The kids love licking them.,sandwich,cheese,lollipop,cupcake,2
It can only exist between any two things And men know it well for the hardships it brings.,infinity,radius,kilometers,distance,3
It can only exist between any two things And men know it well for the hardships it brings.,distance,radius,infinity,endless,0
"If I eat two, it cures my hunger. If I eat twenty-one, don't want another. Eighteen could be all I need. Maybe seven more, to fuel my greed. Five will do, good appetite. Eighteen more, my belt seems tight. Nineteen, I can't do that trick. Now I think I will be sick!",fries,burgers,salads,sandwiches,1
"If I eat two, it cures my hunger. If I eat twenty-one, don't want another. Eighteen could be all I need. Maybe seven more, to fuel my greed. Five will do, good appetite. Eighteen more, my belt seems tight. Nineteen, I can't do that trick. Now I think I will be sick!",burgers,sandwiches,fries,steak,0
"This deadly 8-letter word can really ""put people in a frenzy,"" and for very good reason.  If you drop letter 1 and order the rest of the letters like so [8745623], then you get exactly what the word can do.  So, if you are affected by it, you had better get a good [65478], or you could be taking a very long [321]!",pandemic,board game,nuclear war,polio,0
"This deadly 8-letter word can really ""put people in a frenzy,"" and for very good reason.  If you drop letter 1 and order the rest of the letters like so [8745623], then you get exactly what the word can do.  So, if you are affected by it, you had better get a good [65478], or you could be taking a very long [321]!",polio,pandemic,nuclear war,virus,1
"First think of a person that lives in disguise, who deals in secrets and tells naught but lies next tell me the thing thats last to mend the middle of middle and end of end and finally tell me the word often heard  when in a search for a hard to find word now string them together and answer me this  wich creature would you be unwilling to kiss.",bird,spider,lizard,praying mantis,1
"First think of a person that lives in disguise, who deals in secrets and tells naught but lies next tell me the thing thats last to mend the middle of middle and end of end and finally tell me the word often heard  when in a search for a hard to find word now string them together and answer me this  wich creature would you be unwilling to kiss.",snake,lizard,spider,bird,2
"""What does it mean if something is ""bogus""?""",real,fake,chameleon,liar,1
"""What does it mean if something is ""bogus""?""",fake,liar,chameleon,stupid,0
I can be found where you go for fun. I can help you find something you need when you travel. I have seats of different shapes and sizes. I may have no seats at all. You may hear music around me. You may hear loud rumblings and loud conversations. You can ride me. You can take things off of me. What am I?,tricycle,trolley,carousel,select,2
