,question,choice_list,choice_order
566,How did the sculpture confess her love?,"['""I love you with all of my masterpiece.""', '""I love you with all of my chisel.""', 'I love you with all of my art.', '""I love you with all of my clay.""']",[2]
567,What do you call a couple of Italian ants?,"['Gelato', 'Pizza', 'Pasta', 'Romance.']",[3]
568,Why did the girl fall in love with the French chef?,"['""He whisked her away!""', '""He sautéed her heart!""', 'He buttered her up!', '""He served up romance!""']",[2]
569,"A raven, a monkey, and a squirrel are all racing to the top of a coconut tree. Which animal will get the banana?","['The monkey', 'The raven', 'No one, because there are no bananas on a coconut tree!', 'The squirrel']",[2]
570,Two silkworms started a fight. How did it end?,"['In a tie!', '""They spun a web together""', '""They both got tangled up""', '""One of them ran away""']",[0]
571,What animal can lend you a buck?,"['A deer (male deer are called bucks).', 'A cow', 'A goat', 'A horse']",[0]
572,"Why did the chicken, the turkey, the goose, and the pigeon get in trouble?","['""Because they were stealing food.""', '""Because they were causing a ruckus.""', '""Because they were trespassing.""', 'Because of their fowl language.']",[3]
573,Why did the fish blush?,"['""It saw a mermaid""', ""It saw the ocean's bottom."", '""It saw a submarine""', '""It saw a shark""']",[1]
574,What happens when you're shaving a looney sheep?,"['""Woolly chaos""', '""Crazy clippers""', '""Fleeced frenzy""', 'Shear madness.']",[3]
575,What do you call a cow sucked up by a tornado?,"['A cyclone smoothie', 'A twister burger', 'A milkshake.', 'A tornado steak']",[2]
576,I always sleep with my shoes on.What am I?,"['A cat', 'A bird', 'A dog', 'A horse.']",[3]
577,What do you call a cow spying on another cow?,"['""A bovine espionage""', '""A cattle surveillance""', '""A moo-nitoring""', 'A steak out.']",[3]
578,What is the first animal in space?,"['The cat that purred in the sun', 'The dog that chased its tail', 'The cow that jumped over the moon.', 'The monkey that swung from the trees']",[2]
579,"What goes tick-tock, bow-wow, tick-tock, bow-wow?","['""A cow mooing""', '""A bird chirping""', 'A watch dog.', '""A cat meowing""']",[2]
580,What steps must you take when you notice a tiger running toward you?,"['""Try to outrun the tiger""', 'Big ones!', '""Hide behind a tree""', '""Stand still and hope it doesn\'t see you""']",[1]
581,Why is it so difficult for the leopard to hide?,"[""Because it's always spotted."", ""Because it's too slow."", ""Because it's too noisy."", ""Because it's too big.""]",[0]
582,"A young man entered a pet shop in search of a talking parrot. On one of the cages, he saw a sign saying, ""This parrot repeats everything it hears."" The man bought the parrot and tried to teach it to speak. Yet, he was unsuccessful. The bird didn't say one word in over 2 weeks. So the man decided to return the parrot and accused the shopkeeper of lying. However, the shopkeeper insisted that he was saying the truth...How is this possible?","['The parrot was deaf.', 'The parrot was too young to start speaking.', 'The parrot was trained not to speak.', 'The parrot was mute.']",[0]
583,What kind of can doesn't need a can-opener?,"['A pelican.', 'A tuna can', 'A soup can', 'A soda can']",[0]
584,What did the duck say to the rooster as he dared him to a fight?,"['""Feathers will fly!""', '""Time to ruffle some feathers!""', 'Are you chicken?', '""Quack off!""']",[2]
585,What do you call several identical parakeets sitting at the edge of a roof?,"['Edge', 'Parapets.', 'Roof', 'Parakeets']",[1]
586,What did the aardvark ask the taxi driver?,"['""How much does a taxi ride usually cost?""', '""Can you recommend a good restaurant?""', '""Do you know where the nearest zoo is?""', ""Can you take me to my ants' place?""]",[3]
587,Why did the silly dog swim down the rapids?,"['""Because he wanted to cool off!""', '""Because he was chasing a fish!""', '""Because he thought it was a game!""', 'Because he likes ""ruff"" waters!']",[3]
588,What do you call a three-humped camel?,"['Triplet', 'Pregnant.', 'Unique', 'Bumpy']",[1]
589,"The cow is my cousin.If you see my name, you'll understand why.What am I?","['A buffalo', 'A moose.', 'A deer', 'A horse']",[1]
590,"I'm spotty and swift, but I'm no leopard.And no one wants to play cards with me.What am I?","['A tiger', 'A zebra', 'A hyena', 'A cheetah.']",[3]
591,Why can't you trust the law of gravity?,"['""Because it\'s not scientifically proven.""', 'Because it will always let you down.', '""Because it\'s constantly changing.""', '""Because it\'s just a theory.""']",[1]
592,What building has the most stories?,"['""The apartment building""', '""The skyscraper""', '""The office tower""', 'The library.']",[3]
593,What is the best key to a good dinner?,"['A Chick-key', 'A Turf-key', 'A Mon-key', 'A Turk-key!']",[3]
594,How many seconds are there in one year?,"['12 of them: January 2nd, February 2nd, March 2nd, April 2nd, May 2nd, June 2nd, July 2nd, August 2nd, September 2nd, October 2nd, November 2nd, December 2nd.', '365', '60', '24']",[0]
595,"What can you sit on, sleep on, and brush your teeth with?","['A pillow', 'A chair, a bed, and a toothbrush.', 'A table', 'A hairbrush']",[1]
596,"A crime was committed in the middle of a forest, which left the police stumped. Who did it?","['A bear', 'A squirrel', 'Probably a tree', 'A hiker']",[2]
597,Two chickens were found dead on the farm. What does the detective suspect?,"['""Animal attack""', '""Food poisoning""', '""Accidental death""', 'Fowl play!']",[3]
598,What do bowlers order when they go to a restaurant?,"['Gutter chicken', 'Strike steak', 'Pin pasta', 'Spare ribs.']",[3]
599,Why was the piano tuner hired to play baseball?,"['""Because he wanted to hit a high note""', '""Because he wanted to strike out""', 'Because he had perfect pitch.', '""Because he was a great pitcher""']",[2]
600,Why don't baseball players join unions?,"['""Because they prefer to work independently.""', '""Because they believe unions hinder their individual success.""', ""Because they don't like to be called out on strikes."", '""Because they enjoy the competitive nature of the game.""']",[2]
601,What medical condition makes you run faster?,"['""Toothache""', '""Broken leg""', '""Common cold""', ""Athlete's foot.""]",[3]
602,In what part of a ballpark do you find the whitest clothes?,"['In the bleachers.', 'In the parking lot', 'In the concession stand', 'In the dugout']",[0]
603,Why are artists no good in football matches?,"['Because they lack coordination', ""Because they can't kick the ball"", 'Because they keep drawing.', 'Because they prefer painting']",[2]
604,What ring at the gym is actually a square?,"['Hula hoop', 'Wedding ring', 'A boxing ring.', 'Olympic ring']",[2]
605,What's the difference between a boxer and a person with a cold?,"[' boxer trains in the ring; a person with a cold trains in bed', ' boxer punches his opponent; a person with a cold punches tissues', 'A boxer knows his blows; a person with a cold blows his nose.', ' boxer wears gloves; a person with a cold wears tissues']",[2]
606,What's a horse's favorite sport?,"['Show Jumping', 'Stable Tennis.', 'Polo', 'Equestrian']",[1]
607,What do physicists enjoy doing the most at sporting events?,"['The Wave', 'Analyzing ball trajectories', 'Studying the physics of collisions', 'Calculating velocities']",[0]
608,Why was Adam known to be a good runner?,"['He was the first in the human race.', '""He won multiple marathons.""', '""He had exceptional speed.""', '""He trained with the best coaches.""']",[0]
609,Why did the golfer have an extra pair of pants?,"['In case he got a hole-in-one.', '""To have a backup in case of a wardrobe malfunction.""', '""To change into after a long day on the golf course.""', '""To match with different golf shirts for a stylish look.""']",[0]
610,Why did the soccer ball quit the team?,"['It was tired of being kicked around.', 'It was too small for the team', 'It wanted to join a different sport', ""It didn't like the coach""]",[0]
611,What is the only way a miser will swim?,"['Backstroke', 'Freestyle.', 'Butterfly', 'Breaststroke']",[1]
612,What's the difference between a nail and a bad boxer?,"['One is used in construction', 'One gets knocked in and the other gets knocked out.', 'One is used to hang things', 'One is made of metal']",[1]
613,When is a football player like a judge?,"['When he gives a penalty', 'When he calls a foul', 'When he sits on the bench.', 'When he makes a ruling']",[2]
614,What is the hardest part about skydiving?,"['""The parachute malfunctioning""', 'The ground!', '""The fear of heights""', '""The strong winds""']",[1]
615,Why do soccer players do well in school?,"['""Because they are naturally intelligent.""', '""Because they have good time management skills.""', 'Because they know how to use their heads.', '""Because they are disciplined and focused.""']",[2]
616,What is the quietest sport?,"['Bowling, because you can hear a pin drop.', 'Golf', 'Swimming', 'Chess']",[0]
617,Who are the happiest people at the football game?,"['The Fans', 'The Cheerleaders', 'The Coaches', 'The Referees']",[1]
618,Why are frogs so good at basketball?,"['""Because they have excellent teamwork.""', 'Because they always make jump shots.', '""Because they have a natural ability to leap high.""', '""Because they have great dribbling skills.""']",[1]
619,What is a pumpkin's favorite sport?,"['Squash', 'Baseball', 'Basketball', 'Football']",[0]
620,What bird can lift the most?,"['A Pigeon', 'A Crane', 'A Robin', 'A Sparrow']",[1]
621,Why was it so windy on the football pitch?,"['""Because the weather was stormy.""', 'Because there were so many FANS in the stadium.', '""Because the stadium was located in a windy area.""', '""Because the players were running very fast.""']",[1]
622,How did the baseball player lose his house?,"['He made his home run.', '""He was thrown out at home by the bank.""', '""He couldn\'t catch a break with his rent.""', '""He struck out on his mortgage.""']",[0]
623,"In which game, do winners move backward and losers move forward?","['Tug of war', 'Poker', 'Chess', 'Soccer']",[0]
624,Why do lawyers love tennis?,"['""Because they love serving justice.""', '""Because they thrive in the game of arguments.""', ""Because it's always in the court."", '""Because they enjoy the racket.""']",[2]
625,What sport most rewards thieves?,"['Basketball', 'Tennis', 'Baseball, because they steal bases.', 'Football']",[2]
626,Where does a softball player go when she needs a new uniform?,"['New Jersey.', '""Athletic apparel store""', '""Uniform shop""', '""Sports store""']",[0]
627,Why did the football player bring a string with him to the tournament final?,"['""Because he wanted to practice his knot-tying skills.""', '""Because he wanted to use it as a shoelace replacement.""', 'Because he wanted to tie the score.', '""Because he wanted to play cat\'s cradle.""']",[2]
628,Why is it always hot at the end of a football game?,"['""Because the players are on fire""', '""Because the referee is always blowing the whistle""', 'Because all of the FANS have gone home', '""Because the stadium has no air conditioning""']",[2]
629,What sport do waiters do really well in?,"['Volleyball', 'Table tennis', 'Badminton', 'Tennis, because they can serve so well.']",[3]
630,Why shouldn't you tell a joke while ice skating?,"['""Because the audience might slip and fall""', '""Because it\'s too cold to laugh""', 'Because the ice might crack up', '""Because it\'s against the ice skating rules""']",[2]
631,What is harder to catch the faster you run?,"['Time', 'A shooting star', 'The wind', 'Your breath']",[3]
632,What is the hardest part about baseball?,"['The ball', 'The glove', 'The bat', 'The field']",[2]
633,"When two people are separated by a web and hate to have love, what are they called?","['Chess players', 'Tennis players', 'Swimmers', 'Soccer players']",[1]
634,"What happens three times in weightlifting, twice in swimming, but only once in tennis?","['""The action of lifting weights""', '""The number 3""', '""The word \'times\'""', 'The letter ""i"".']",[3]
635,Why did Tarzan spend so much time on the golf course?,"['He was perfecting his swing.', '""He wanted to be a professional golfer.""', '""He was trying to impress Jane with his golf skills.""', '""He enjoyed the peacefulness of the golf course.""']",[0]
636,Why are soccer fields always unsure about what to do?,"['""Because they are afraid of getting kicked.""', '""Because they are always changing their game plan.""', '""Because they can\'t decide which team to support.""', 'Because they have two opposing goals.']",[3]
