riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"This is what some people do,For a compliment or two,Anglers do it on a bank,Others keep theirs in a tank.What am I?",salmon,fish,crab,tuna,1
"This is what some people do,For a compliment or two,Anglers do it on a bank,Others keep theirs in a tank.What am I?",shrimp,salmon,crab,fish,3
"I am a place where all deliveries are returned to the sender, those who perform better need to do less work, and a lot of things get knocked over, but generally speaking, nothing gets broken. What am I?",reptiles,bowling alley,pizza place,bird,1
"I am a place where all deliveries are returned to the sender, those who perform better need to do less work, and a lot of things get knocked over, but generally speaking, nothing gets broken. What am I?",movie theater,pizza place,bowling alley,bird,2
I am black and white. I have strings I have keys. I make sound without my lips. I make dough with no flour. What am I?,piano,impossible,simple,guitar,0
I am black and white. I have strings I have keys. I make sound without my lips. I make dough with no flour. What am I?,violin,impossible,simple,piano,3
You will hear me again. I will not appear until you call me.,echo,concur,resonate,sandwich,0
You will hear me again. I will not appear until you call me.,concur,pretzel,resonate,echo,3
"Take away my first letter and I am a store.  Take away the second and people who look at me adore. Put all my letters back and read me in reverse if you are able. I am now cars suspended from an overhead cable. Take a letter away and I become  male sheep. Did you get it, or did the letters you try to keep?",intelligent,dumb,Christmas,smart,3
"Take away my first letter and I am a store.  Take away the second and people who look at me adore. Put all my letters back and read me in reverse if you are able. I am now cars suspended from an overhead cable. Take a letter away and I become  male sheep. Did you get it, or did the letters you try to keep?",intelligent,smart,dumb,holiday,1
Grandmothers like to pinch these.,lips,butt,forehead,cheeks,3
Grandmothers like to pinch these.,butt,lips,nose,cheeks,3
"I am hard to find, difficult to leave and impossible to forget. What am I?",friend,mom,dad,moon,0
"I am hard to find, difficult to leave and impossible to forget. What am I?",mom,friend,moon,sky,1
"It flows out of the soil, It burns you if it boils, And holds us in its coils, More valuable than gold, As black as it is old.",duh,oil,who?,fuel,1
"It flows out of the soil, It burns you if it boils, And holds us in its coils, More valuable than gold, As black as it is old.",natural gas,duh,who?,oil,3
"""What does the ""F's"" in ""FIFO"" stand for?""",babysitter,third,janitor,first,3
"""What does the ""F's"" in ""FIFO"" stand for?""",babysitter,first,janitor,second,1
I am a seven lettered word; my first three letters refer to a place a driver sits in a bus. My first five letters refer to a small room on a ship; my middle three letters is a container people put waste in. My last three letters refer to one which catches fish. My whole refer to a furniture with doors. What am I?,bookshelf,cabinet,drawers,desk,1
I am a seven lettered word; my first three letters refer to a place a driver sits in a bus. My first five letters refer to a small room on a ship; my middle three letters is a container people put waste in. My last three letters refer to one which catches fish. My whole refer to a furniture with doors. What am I?,drawers,bookshelf,cupboard,cabinet,3
"The ocean is my real home. It__ common to find me in blue, red, or gold. Humans trick me into biting. My favorite thing is blowing bubbles and if you take me home with you I will be an easy pet to take care of. What am I?",salmon,tuna,shrimp,fish,3
"The ocean is my real home. It__ common to find me in blue, red, or gold. Humans trick me into biting. My favorite thing is blowing bubbles and if you take me home with you I will be an easy pet to take care of. What am I?",tuna,fish,crab,shrimp,1
"A pig lives in a pig farm, a cow lives in a cow farm, a sheep lives in a sheep farm, a chiken lives in a chiken farm. Where do horses live?",ranch,ketchup,breastplate,cheese,0
"A pig lives in a pig farm, a cow lives in a cow farm, a sheep lives in a sheep farm, a chiken lives in a chiken farm. Where do horses live?",fuckers,breastplate,ranch,cheese,2
"Feared and representing death, Yet without me you cannot live. Life surrounds me from the start, Yet I remain long after life does depart. What am I?",skull,corpse,bones,skeleton,3
"Feared and representing death, Yet without me you cannot live. Life surrounds me from the start, Yet I remain long after life does depart. What am I?",skull,corpse,skeleton,zombie,2
I'm spherical but I'm not a soccer ball. I can be full even though I havent eaten anything. I have craters but I'm not a volcano. I have a dark side but I'm not Darth Vader. I can be seen at night but I'm not a star. I affect tides but I'm not the wind. What am I?,orbit,moon,sun,jupiter,1
I'm spherical but I'm not a soccer ball. I can be full even though I havent eaten anything. I have craters but I'm not a volcano. I have a dark side but I'm not Darth Vader. I can be seen at night but I'm not a star. I affect tides but I'm not the wind. What am I?,sun,asteroid,jupiter,moon,3
"What asks, but never answers?",eagle,reptiles,squirrel,owl,3
"What asks, but never answers?",bird,eagle,owl,reptiles,2
"""What are you doing if you're ""vegging out""?""",lounging,impossible,relaxing,chilling,2
"""What are you doing if you're ""vegging out""?""",simple,relaxing,chilling,impossible,1
"After a long pull of ale I may insist that you fight, With a pain in your neck if slept in me tonight, I am rough, unfinished and sketchy at best, A dose of medicine to send you to rest. What am I?",beer,draught,brew,wine,1
"After a long pull of ale I may insist that you fight, With a pain in your neck if slept in me tonight, I am rough, unfinished and sketchy at best, A dose of medicine to send you to rest. What am I?",brew,beer,drought,draught,3
I stink in living but when dead smells good. What am I?,dandruff,pig,wig,cow,1
I stink in living but when dead smells good. What am I?,sheep,wig,dandruff,pig,3
This is often found in doctor's offices and a common sight in pirate flags.,zombie,skull,bones,skeleton,3
This is often found in doctor's offices and a common sight in pirate flags.,skull,skeleton,zombie,corpse,1
"I'm a blooming, bouncing beginning.A name not bound to only one meaning.Somewhere I fall prey to time and gravity.The other alternating the ups and downs for eternity.The last needs no ladder to rise above its original captivity.To poets a life cycle is brought.To pilots a lifeline/lifesaver they resort.To needy throats surely a life-support.Rumpelstiltskin I am not.But a bouquet for you who got me sort",autumn,earthquake,spring,winter,2
"I'm a blooming, bouncing beginning.A name not bound to only one meaning.Somewhere I fall prey to time and gravity.The other alternating the ups and downs for eternity.The last needs no ladder to rise above its original captivity.To poets a life cycle is brought.To pilots a lifeline/lifesaver they resort.To needy throats surely a life-support.Rumpelstiltskin I am not.But a bouquet for you who got me sort",tornado,spring,winter,autumn,1
"""Who are you ""folks""?""",lightning,parents,mom,flammable,1
"""Who are you ""folks""?""",parents,flammable,siblings,mom,0
I can be found after you remove 6 letters from BSAINXLEATEARS. What am I?,banana,avocado,peanut butter,watermelon,0
I can be found after you remove 6 letters from BSAINXLEATEARS. What am I?,peanut butter,banana,watermelon,snack,1
"It doesn't bark, it doesn't bite but it still won't let you in the house. What is it?",close,open,lock,lamp,2
"It doesn't bark, it doesn't bite but it still won't let you in the house. What is it?",lock,lamp,close,spiral staircase,0
"Confusing though I may be, I am always discovered in the end. I have stood the test of time, And some still tell of me. You may see me in different clothes, But my job never changes. Throughout the course of history, I have been devoted to the same .Task. So, what am I?",maze,truth,puzzle,riddle,3
"Confusing though I may be, I am always discovered in the end. I have stood the test of time, And some still tell of me. You may see me in different clothes, But my job never changes. Throughout the course of history, I have been devoted to the same .Task. So, what am I?",truth,riddle,surprise,maze,1
I am most often found near acorns by the likes of Wilbur and Babe. Though that is not the case for my desert cousins. Like Napoleon the whitest of my kind are found in Alba. When I shave I can improve your greenery. What am I?,avocado,truffles,shrooms,yogurt,1
