riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"Land of the giants, it is often called, Where warriors and wizards play with wolves; Its suns and stars get hot and cold, Whether one is at home or on the road. Fourteen tribes live in the west, we are told, One less than those in the eastern world; The weakest thirteen will give up and fold. While the strongest continue their quest for gold. The kings are powerful and the magic is bold, Others can fly and are a site to behold; But when the season is past and the story is told, New stars are born and old tribes evolve. What is the Land of the Giants?",Nba,Nbl,bedroom,National Basketball Association,3
"Land of the giants, it is often called, Where warriors and wizards play with wolves; Its suns and stars get hot and cold, Whether one is at home or on the road. Fourteen tribes live in the west, we are told, One less than those in the eastern world; The weakest thirteen will give up and fold. While the strongest continue their quest for gold. The kings are powerful and the magic is bold, Others can fly and are a site to behold; But when the season is past and the story is told, New stars are born and old tribes evolve. What is the Land of the Giants?",National Basketball Association,estate,bedroom,Nba,0
"A skin have I, more eyes than one. I can be very nice when I am done. What am I?",chicken,potato,pizza,raindrops,1
"A skin have I, more eyes than one. I can be very nice when I am done. What am I?",vegetable,potato,chicken,raindrops,1
"After you go through a fall I will take over. All life will stall, or at least grow slower. What am I?",cold spell,winter,summer,autumn,1
"After you go through a fall I will take over. All life will stall, or at least grow slower. What am I?",winter,rainstorm,autumn,summer,0
I'm a type of pizza that is folded in half before cooking to contain a filling.,calzone,burger,pizza,tortilla,0
I'm a type of pizza that is folded in half before cooking to contain a filling.,sandwich,burger,pizza,calzone,3
"We have legs but no flesh or bone, we have different colors of our own. What are we?",jeans,socks,pants,underwear,2
"We have legs but no flesh or bone, we have different colors of our own. What are we?",pants,socks,shirt,jeans,0
"What is something yet nothing, but if you fill it up it will disappear?",mouth,hole,dick,dentist,1
"What is something yet nothing, but if you fill it up it will disappear?",dentist,mouth,surgeon,hole,3
A casket where five people of different age and size  are placed in with heads outside it?,foot,ankles,shoe,toe,0
A casket where five people of different age and size  are placed in with heads outside it?,leg,shoe,toe,foot,3
I am something that cleans floors. Although I am not a broom. I'm able to suck up dirt. To clean carpets in each room,vaccum,vacuum,negative pressure,canister,1
I am something that cleans floors. Although I am not a broom. I'm able to suck up dirt. To clean carpets in each room,gravity,negative pressure,vaccum,vacuum,3
"There is a thing that never is, And yet it has a name. It`s sometimes tall and sometimes short, Joins our talks, joins our sports, And plays in every game.",shadow,sky,storm,silhouette,0
"There is a thing that never is, And yet it has a name. It`s sometimes tall and sometimes short, Joins our talks, joins our sports, And plays in every game.",shadow,glow,silhouette,sky,0
What do people commonly eat before it is born and after it is dead?,meat,bacon,chicken,steak,2
What do people commonly eat before it is born and after it is dead?,steak,chicken,meat,broccoli,1
"Those who are great I have made great,Those who are failures I have made failures.I am not a machine, but I work with all of the precision of a machine,Plus the intelligence of a person. What am I?",focus,worrying,prioritize,second,0
"Those who are great I have made great,Those who are failures I have made failures.I am not a machine, but I work with all of the precision of a machine,Plus the intelligence of a person. What am I?",focus,second,before,prioritize,0
The line in your hair.,chopsticks,part,chapter,spoon,1
The line in your hair.,chopsticks,volume,chapter,part,3
oven oven oven oven,stove,refrigerator,microwave oven,vacuum cleaner,2
oven oven oven oven,stove,fridge,refrigerator,microwave oven,3
Spell the word yes now put an e in front if it and say it,Mike,tissue box,Jim,Don,3
Spell the word yes now put an e in front if it and say it,Mike,tissue box,Don,pillow,2
"I eat paper, I spit it out, I need ink, but still spit it out. What am I?",filament,printer,typewriter,printing,1
"I eat paper, I spit it out, I need ink, but still spit it out. What am I?",computer,printing,typewriter,printer,3
A vase is what. This usually adorns. Be careful though. As it might have some thorns. What am I?,stairs,spiked,rose,escalator,2
A vase is what. This usually adorns. Be careful though. As it might have some thorns. What am I?,rose,spiked,fell,escalator,0
"I can make you smile and frown. Make you laugh, and even make you cry. I can cause crashes, also you use me everyday. I can make you dance. Some use me to go to sleep. What am I?",ipod,recorder,speaker,smart phone,3
"I can make you smile and frown. Make you laugh, and even make you cry. I can cause crashes, also you use me everyday. I can make you dance. Some use me to go to sleep. What am I?",recorder,speaker,tablet,smart phone,3
"With my pair I should be, But I am usually alone you see, For a monster always eats me. Do you know what I must be?",socks,gorgeous,underwear,shoes,0
"With my pair I should be, But I am usually alone you see, For a monster always eats me. Do you know what I must be?",envy,shoes,socks,underwear,2
"I'm mentioned here first, but I usually succeed.Change my second, and something negative I precede.Change my second, and I may be things that you need.Change my second, and with a map you may be freed.Change my second, and I'm a strong desire like greed. What are we?",first,tissue box,last,next,2
"I'm mentioned here first, but I usually succeed.Change my second, and something negative I precede.Change my second, and I may be things that you need.Change my second, and with a map you may be freed.Change my second, and I'm a strong desire like greed. What are we?",first,last,tissue box,pillow,1
"I sleep when you are awake, I am awake when you fall asleep. I can fly but no feathers to aid my flight. What am I?",homerun,bat,hitter,pillow,1
"I sleep when you are awake, I am awake when you fall asleep. I can fly but no feathers to aid my flight. What am I?",bat,shoulder,pillow,homerun,0
Microparasite expert at sucking the blood of mammals and birds.,mosquito,flea,guitarist,lice,1
Microparasite expert at sucking the blood of mammals and birds.,mosquito,guitarist,flea,rat,2
I have legs but seldom walk; I backbite many but never talk; I seek places that can hide me because those that feed me cannot abide me.,flea,guitarist,lice,mosquito,0
I have legs but seldom walk; I backbite many but never talk; I seek places that can hide me because those that feed me cannot abide me.,flea,rat,guitarist,lice,0
"A young man wants to have it, but when he has it he no longer wants it. Blade in hand he attacks it And does his best to remove it. Yet he knows that it is all in vain.",mustache,tissue box,facial hair,beard,3
"A young man wants to have it, but when he has it he no longer wants it. Blade in hand he attacks it And does his best to remove it. Yet he knows that it is all in vain.",mustache,tissue box,beard,pillow,2
"I come and go wherever you are in the world. I ebb and flow with colors and sound for which anyone can hear. I come and go with each person here, yet I am unique to everyone. I can grow with one, yet die with another. I age with the person I am with and live in the treetops in everybody. What am I?",emotions,figment,creativity,imagination,3
"I come and go wherever you are in the world. I ebb and flow with colors and sound for which anyone can hear. I come and go with each person here, yet I am unique to everyone. I can grow with one, yet die with another. I age with the person I am with and live in the treetops in everybody. What am I?",imagination,emotions,logic,creativity,0
"It roars its challenge, And I respond. It takes my abuse, And goes beyond. Filled with liquid, In my hurried haste, I wield my staff, In this turgid race. But once I have vanquished, The mighty foe, I float like a thistle, While moving ever so slow. What are we talking about really?",creek,lake,waterfall,volcano,2
